Mat,CV_32F,1,1
1.1223 s,0.000613488
1.1823 s,0.000613488
1.2423 s,0.000613488
1.3023 s,0.000613488
1.3623 s,0.000613488
1.4223 s,0.000613488
1.4823 s,0.000613488
1.5423 s,0.000613488
1.6023 s,0.000613488
1.6623 s,0.000613488
1.7223 s,0.000613488
1.7823 s,0.000613488
1.8423 s,0.000613488
1.9023 s,0.000613488
1.9623 s,0.000613488
2.0223 s,0.000613488
2.0823 s,0.000613488
2.1423 s,0.000613488
2.2023 s,0.000613488
2.2623 s,0.000613488
2.3223 s,0.000613488
2.3823 s,0.000613488
2.4423 s,0.000613488
2.5023 s,0.000613488
2.5623 s,0.000613488
2.6223 s,0.000613488
2.6823 s,0.010599
2.7423 s,0.105124
2.8023 s,0.19061
2.8623 s,0.267923
2.9223 s,0.337843
2.9823 s,0.401077
3.0423 s,0.458266
3.1023 s,0.509986
3.1623 s,0.552291
3.2223 s,0.552291
3.2823 s,0.552291
3.3423 s,0.552291
3.4023 s,0.552291
3.4623 s,0.552291
3.5223 s,0.552291
3.5823 s,0.552291
3.6423 s,0.552291
3.7023 s,0.552291
3.7623 s,0.552291
3.8223 s,0.595021
3.8823 s,0.633665
3.9423 s,0.668613
4.0023 s,0.70022
4.0623 s,0.728805
4.1223 s,0.754657
4.1823 s,0.778036
4.2423 s,0.799181
4.3023 s,0.818303
4.3623 s,0.835597
4.4223 s,0.851237
4.4823 s,0.865382
4.5423 s,0.878175
4.6023 s,0.889744
4.6623 s,0.900179
4.7223 s,0.90941
4.7823 s,0.859538
4.8423 s,0.77763
4.9023 s,0.703442
4.9623 s,0.636314
5.0223 s,0.575589
5.0823 s,0.520661
5.1423 s,0.470981
5.2023 s,0.426048
5.2623 s,0.385409
5.3223 s,0.348655
5.3823 s,0.315414
5.4423 s,0.285351
5.5023 s,0.258163
5.5623 s,0.235923
5.6223 s,0.235923
5.6823 s,0.235923
5.7423 s,0.235923
5.8023 s,0.235923
5.8623 s,0.235923
5.9223 s,0.235923
5.9823 s,0.235923
6.0423 s,0.235923
6.1023 s,0.235923
6.1623 s,0.235923
6.2223 s,0.235923
6.2823 s,0.235923
6.3423 s,0.235923
6.4023 s,0.219963
6.4623 s,0.199026
6.5223 s,0.180091
6.5823 s,0.162967
6.6423 s,0.14748
6.7023 s,0.133474
6.7623 s,0.120807
6.8223 s,0.109351
6.8823 s,0.0989904
6.9423 s,0.0896206
7.0023 s,0.0811468
7.0623 s,0.0734832
7.1223 s,0.0665523
7.1823 s,0.0602841
7.2423 s,0.0546152
7.3023 s,0.0494885
7.3623 s,0.0448519
7.4223 s,0.0406587
7.4823 s,0.0368663
7.5423 s,0.0334694
7.6023 s,0.0374477
7.6623 s,0.128882
7.7223 s,0.212003
7.7823 s,0.287225
7.8423 s,0.355275
7.9023 s,0.416828
7.9623 s,0.472501
8.0223 s,0.522854
8.0823 s,0.568394
8.1423 s,0.609581
8.2023 s,0.646831
8.2623 s,0.68052
8.3223 s,0.710988
8.3823 s,0.738542
8.4423 s,0.763462
8.5023 s,0.786
8.5623 s,0.806383
8.6223 s,0.824816
8.6823 s,0.829995
8.7423 s,0.829995
8.8023 s,0.829995
8.8623 s,0.829995
8.9223 s,0.829995
8.9823 s,0.829995
9.0423 s,0.829995
9.1023 s,0.829995
9.1623 s,0.829995
9.2223 s,0.829995
9.2823 s,0.829995
9.3423 s,0.829995
9.4023 s,0.829995
9.4623 s,0.829995
9.5223 s,0.829995
9.5823 s,0.829995
