Mat,CV_32F,1,1
0.8076 s,0.000997812
0.8676 s,0.000998437
0.9276 s,0.000997305
0.9876 s,0.000997216
1.0476 s,0.000996977
1.1076 s,0.00099659
1.1676 s,0.000997603
1.2276 s,0.000998706
1.2876 s,0.000998288
1.3476 s,0.00108507
1.4076 s,0.00358987
1.4676 s,0.994427
1.5276 s,0.998082
1.5876 s,0.998665
1.6476 s,0.99889
1.7076 s,0.999002
1.7676 s,0.999064
1.8276 s,0.999102
1.8876 s,0.999126
1.9476 s,0.99914
2.0076 s,0.99915
2.0676 s,0.999156
2.1276 s,0.99916
2.1876 s,0.999163
2.2476 s,0.999165
2.3076 s,0.999166
2.3676 s,0.999166
2.4276 s,0.999168
2.4876 s,0.999168
2.5476 s,0.999168
2.6076 s,0.999169
2.6676 s,0.999169
2.7276 s,0.999168
2.7876 s,0.999168
2.8476 s,0.999168
2.9076 s,0.999168
2.9676 s,0.999168
3.0276 s,0.999168
3.0876 s,0.999168
3.1476 s,0.999168
3.2076 s,0.999168
3.2676 s,0.999167
3.3276 s,0.999167
3.3876 s,0.999167
3.4476 s,0.999167
3.5076 s,0.999168
3.5676 s,0.999168
3.6276 s,0.999168
3.6876 s,0.999168
3.7476 s,0.999169
3.8076 s,0.999168
3.8676 s,0.999168
3.9276 s,0.999167
3.9876 s,0.999168
4.0476 s,0.999168
4.1076 s,0.999169
4.1676 s,0.9988
4.2276 s,0.996506
4.2876 s,0.0103222
4.3476 s,0.00250131
4.4076 s,0.00166234
4.4676 s,0.00135946
4.5276 s,0.00121197
4.5876 s,0.00113115
4.6476 s,0.00108331
4.7076 s,0.00105244
4.7676 s,0.00103337
4.8276 s,0.00102067
4.8876 s,0.00101259
4.9476 s,0.0010072
5.0076 s,0.00100529
5.0676 s,0.00100321
5.1276 s,0.00100234
5.1876 s,0.00100097
5.2476 s,0.00100034
5.3076 s,0.000999391
5.3676 s,0.000998586
5.4276 s,0.000998765
5.4876 s,0.000998944
5.5476 s,0.000999182
5.6076 s,0.000999123
5.6676 s,0.00099808
5.7276 s,0.000999689
5.7876 s,0.000999004
5.8476 s,0.000999182
5.9076 s,0.000998616
5.9676 s,0.000998169
6.0276 s,0.000998586
6.0876 s,0.000998288
6.1476 s,0.000997841
6.2076 s,0.00099805
6.2676 s,0.000997633
6.3276 s,0.00099799
6.3876 s,0.000997424
6.4476 s,0.000999212
6.5076 s,0.000999331
6.5676 s,0.000998884
6.6276 s,0.000998944
6.6876 s,0.000998914
6.7476 s,0.000999123
6.8076 s,0.000998765
6.8676 s,0.000998467
6.9276 s,0.000998735
6.9876 s,0.000999093
7.0476 s,0.000997901
7.1076 s,0.000997692
7.1676 s,0.000997633
7.2276 s,0.000997961
7.2876 s,0.000998586
7.3476 s,0.000998557
7.4076 s,0.000998259
7.4676 s,0.000998437
7.5276 s,0.000997752
7.5876 s,0.000997514
7.6476 s,0.000998169
7.7076 s,0.000998974
7.7676 s,0.000997633
7.8276 s,0.000997514
7.8876 s,0.000998765
7.9476 s,0.000998616
8.0076 s,0.000998974
8.0676 s,0.000998378
8.1276 s,0.000998199
8.1876 s,0.000998408
8.2476 s,0.000998944
8.3076 s,0.000997961
8.3676 s,0.000997782
8.4276 s,0.00099808
8.4876 s,0.000997841
8.5476 s,0.00118253
8.6076 s,0.00440076
8.6676 s,0.995519
8.7276 s,0.998184
8.7876 s,0.998699
8.8476 s,0.998905
8.9076 s,0.999009
8.9676 s,0.999069
9.0276 s,0.999105
9.0876 s,0.999127
9.1476 s,0.999141
9.2076 s,0.999151
9.2676 s,0.999156
9.3276 s,0.99916
9.3876 s,0.999163
9.4476 s,0.999165
9.5076 s,0.999166
9.5676 s,0.999167
9.6276 s,0.999167
9.6876 s,0.999168
9.7476 s,0.999168
9.8076 s,0.999168
9.8676 s,0.999168
9.9276 s,0.999168
9.9876 s,0.999167
10.0476 s,0.999168
